date,MOD_STB,Hami_CDN,MOD_FIFAFlow,HAMI_WEBGA
2018-06-21-16:40,16663,563,243194,1952
2018-06-21-16:45,16607,561,243194,1952
2018-06-21-16:50,16736,563,243194,1952
2018-06-21-16:55,16742,588,243194,1952
2018-06-21-17:00,16976,590,243194,2521
2018-06-21-17:05,17006,608,243194,2521
2018-06-21-17:10,17045,620,243194,2521
2018-06-21-17:15,18122,649,243194,2521
2018-06-21-17:20,18563,691,243194,2521
2018-06-21-17:25,18547,668,243194,2521
2018-06-21-17:30,19469,681,243194,2521
2018-06-21-17:35,19879,759,243194,2521
2018-06-21-17:40,19893,771,243194,2521
2018-06-21-17:45,17692,786,243194,2521
2018-06-21-17:50,18217,885,243194,2521
2018-06-21-17:55,18233,906,243194,2521
2018-06-21-18:00,21204,813,243194,3780
2018-06-21-18:05,20843,829,243194,3780
2018-06-21-18:10,20851,848,243194,3780
2018-06-21-18:15,22645,1041,243194,3780
2018-06-21-18:20,23505,958,243194,3780
2018-06-21-18:25,23548,986,243194,3780
2018-06-21-18:30,25828,1004,243194,3780
2018-06-21-18:35,26638,1027,243194,3780
2018-06-21-18:40,26707,1058,243194,3780
2018-06-21-18:45,28840,1101,243194,3780
2018-06-21-18:50,29712,1144,243194,3780
2018-06-21-18:55,29823,1336,243194,3780
2018-06-21-19:00,29287,1297,243194,10707
2018-06-21-19:05,28654,1344,243194,10707
2018-06-21-19:10,28637,1423,243194,10707
2018-06-21-19:15,28263,1770,243194,10707
2018-06-21-19:20,28300,1725,243194,10707
2018-06-21-19:25,28377,2088,243194,10707
2018-06-21-19:30,31283,2378,243194,10707
2018-06-21-19:35,32283,2775,243194,10707
2018-06-21-19:40,32406,3347,243194,10707
2018-06-21-19:45,37073,4054,243194,10707
2018-06-21-19:50,38700,4882,243194,10707
2018-06-21-19:55,39275,6486,243194,10707
2018-06-21-20:00,65627,8812,243194,21210
2018-06-21-20:05,74450,10539,243194,21210
2018-06-21-20:10,75027,11610,243194,21210
2018-06-21-20:15,85881,12524,243194,21210
2018-06-21-20:20,89137,13114,243194,21210
2018-06-21-20:25,89390,13545,243194,21210
2018-06-21-20:30,95960,14070,243194,21210
2018-06-21-20:35,97978,14641,243194,21210
2018-06-21-20:40,98043,15036,243194,21210
2018-06-21-20:45,95456,14761,243194,21210
2018-06-21-20:50,92108,12735,243194,21210
2018-06-21-20:55,92253,13171,243194,21210
2018-06-21-21:00,98103,13801,243194,12604
2018-06-21-21:05,101703,15165,243194,12604
2018-06-21-21:10,102251,15874,243194,12604
2018-06-21-21:15,112118,16698,243194,12604
2018-06-21-21:20,115007,17010,243194,12604
2018-06-21-21:25,115233,17267,243194,12604
2018-06-21-21:30,120708,17732,243194,12604
2018-06-21-21:35,122660,18053,243194,12604
2018-06-21-21:40,122844,18414,243194,12604
2018-06-21-21:45,118515,18716,243194,12604
2018-06-21-21:50,113019,15868,243194,12604
2018-06-21-21:55,110611,11375,243194,12604
2018-06-21-22:00,82665,9902,243194,8024
2018-06-21-22:05,74519,9173,243194,8024
2018-06-21-22:10,74449,9083,243194,8024
2018-06-21-22:15,68225,8667,243194,8024
2018-06-21-22:20,66230,8529,243194,8024
2018-06-21-22:25,66300,8495,243194,8024
2018-06-21-22:30,65462,8667,243194,8024
2018-06-21-22:35,65661,8951,243194,8024
2018-06-21-22:40,65774,9054,243194,8024
2018-06-21-22:45,66954,9540,243194,8024
2018-06-21-22:50,67664,10363,243194,8024
2018-06-21-22:55,68355,11782,243194,8024
2018-06-21-23:00,88427,14153,243194,13901
2018-06-21-23:05,95385,15951,243194,13901
2018-06-21-23:10,96025,17121,243194,13901
2018-06-21-23:15,104234,18016,243194,13901
2018-06-21-23:20,106622,18515,243194,13901
2018-06-21-23:25,106815,18853,243194,13901
2018-06-21-23:30,109911,19128,243194,13901
2018-06-21-23:35,110900,19488,243194,13901
2018-06-21-23:40,111049,19633,243194,13901
2018-06-21-23:45,103107,19025,243194,13901
2018-06-21-23:50,97877,15900,243194,13901
2018-06-21-23:55,97878,15895,243194,13901
2018-06-22-00:00,98659,16306,0,15674
2018-06-22-00:05,100514,17360,0,15674
2018-06-22-00:10,101039,18040,0,15674
2018-06-22-00:15,104106,18236,0,15674
2018-06-22-00:20,105071,18343,0,15674
2018-06-22-00:25,105135,18305,0,15674
2018-06-22-00:30,104266,18342,0,15674
2018-06-22-00:35,104093,18358,0,15674
2018-06-22-00:40,104126,18263,0,15674
2018-06-22-00:45,101393,18397,0,15674
2018-06-22-00:50,99544,18115,0,15674
2018-06-22-00:55,95861,11651,0,15674
2018-06-22-01:00,75863,9312,0,5664
2018-06-22-01:05,69832,8217,0,5664
2018-06-22-01:10,69653,7690,0,5664
2018-06-22-01:15,65739,7470,0,5664
2018-06-22-01:20,64580,7130,0,5664
2018-06-22-01:25,64506,6890,0,5664
2018-06-22-01:30,62893,6897,0,5664
2018-06-22-01:35,62586,7007,0,5664
2018-06-22-01:40,62651,7126,0,5664
2018-06-22-01:45,62743,7355,0,5664
2018-06-22-01:50,62951,7827,0,5664
2018-06-22-01:55,63403,8765,0,5664
2018-06-22-02:00,68745,10046,0,6683
2018-06-22-02:05,71048,10933,0,6683
2018-06-22-02:10,71352,11774,0,6683
2018-06-22-02:15,72903,11665,0,6683
2018-06-22-02:20,73376,11828,0,6683
2018-06-22-02:25,73436,11866,0,6683
2018-06-22-02:30,73922,11926,0,6683
2018-06-22-02:35,74026,11957,0,6683
2018-06-22-02:40,74074,11925,0,6683
2018-06-22-02:45,71453,11427,0,6683
2018-06-22-02:50,69447,9741,0,6683
2018-06-22-02:55,69470,9598,0,6683
2018-06-22-03:00,69639,9944,0,2634
2018-06-22-03:05,70357,10621,0,2634
2018-06-22-03:10,70530,10914,0,2634
2018-06-22-03:15,71344,10839,0,2634
2018-06-22-03:20,71694,10875,0,2634
2018-06-22-03:25,71738,10932,0,2634
2018-06-22-03:30,71824,10916,0,2634
2018-06-22-03:35,71820,10926,0,2634
2018-06-22-03:40,71564,10325,0,2634
2018-06-22-03:45,69094,10075,0,2634
2018-06-22-03:50,67480,8919,0,2634
2018-06-22-03:55,66149,5678,0,2634
2018-06-22-04:00,59993,4652,0,735
2018-06-22-04:05,57813,3671,0,735
2018-06-22-04:10,57662,3264,0,735
2018-06-22-04:15,55770,3082,0,735
2018-06-22-04:20,55269,2817,0,735
2018-06-22-04:25,55235,2661,0,735
2018-06-22-04:30,54609,2578,0,735
2018-06-22-04:35,54428,2505,0,735
2018-06-22-04:40,54397,2398,0,735
2018-06-22-04:45,53933,2269,0,735
2018-06-22-04:50,53830,2254,0,735
2018-06-22-04:55,53824,2233,0,735
2018-06-22-05:00,53378,2138,0,591
2018-06-22-05:05,53215,2073,0,591
2018-06-22-05:10,53197,2049,0,591
2018-06-22-05:15,52894,2036,0,591
2018-06-22-05:20,52768,1996,0,591
2018-06-22-05:25,52759,1945,0,591
2018-06-22-05:30,52546,1947,0,591
2018-06-22-05:35,52517,1919,0,591
2018-06-22-05:40,52495,1823,0,591
2018-06-22-05:45,43539,1791,0,591
2018-06-22-05:50,43531,1804,0,591
2018-06-22-05:55,43526,1792,0,591
2018-06-22-06:00,51859,1738,0,1238
2018-06-22-06:05,51842,1720,0,1238
2018-06-22-06:10,51842,1657,0,1238
2018-06-22-06:15,50515,1632,0,1238
2018-06-22-06:20,50489,1621,0,1238
2018-06-22-06:25,50485,1647,0,1238
2018-06-22-06:30,49647,1627,0,1238
2018-06-22-06:35,49657,1632,0,1238
2018-06-22-06:40,49629,1544,0,1238
2018-06-22-06:45,49295,1511,0,1238
2018-06-22-06:50,49270,1489,0,1238
2018-06-22-06:55,49278,1543,0,1238
2018-06-22-07:00,48668,1466,0,1949
2018-06-22-07:05,48661,1416,0,1949
2018-06-22-07:10,48656,1384,0,1949
2018-06-22-07:15,47560,1319,0,1949
2018-06-22-07:20,47542,1329,0,1949
2018-06-22-07:25,47552,1290,0,1949
2018-06-22-07:30,45237,1247,0,1949
2018-06-22-07:35,45263,1259,0,1949
2018-06-22-07:40,45244,1159,0,1949
2018-06-22-07:45,44562,1208,0,1949
2018-06-22-07:50,44563,1264,0,1949
2018-06-22-07:55,44584,1179,0,1949
2018-06-22-08:00,42775,1116,0,2194
2018-06-22-08:05,42760,1084,0,2194
2018-06-22-08:10,42773,1056,0,2194
2018-06-22-08:15,41404,1009,0,2194
2018-06-22-08:20,41410,995,0,2194
2018-06-22-08:25,41412,993,0,2194
2018-06-22-08:30,39899,1094,0,2194
2018-06-22-08:35,39902,1019,0,2194
2018-06-22-08:40,39870,1049,0,2194
2018-06-22-08:45,37595,965,0,2194
2018-06-22-08:50,37568,962,0,2194
2018-06-22-08:55,37571,1055,0,2194
2018-06-22-09:00,35841,880,0,2060
2018-06-22-09:05,35840,942,0,2060
2018-06-22-09:10,35840,863,0,2060
2018-06-22-09:15,34712,1003,0,2060
2018-06-22-09:20,34736,927,0,2060
2018-06-22-09:25,34726,936,0,2060
2018-06-22-09:30,33641,937,0,2060
2018-06-22-09:35,33718,889,0,2060
2018-06-22-09:40,33680,987,0,2060
2018-06-22-09:45,34197,924,0,2060
2018-06-22-09:50,34232,1002,0,2060
2018-06-22-09:55,34244,1063,0,2060
2018-06-22-10:00,34565,920,0,1974
2018-06-22-10:05,34588,967,0,1974
2018-06-22-10:10,34560,1035,0,1974
2018-06-22-10:15,34751,958,0,1974
2018-06-22-10:20,34763,953,0,1974
2018-06-22-10:25,34770,1022,0,1974
2018-06-22-10:30,32958,922,0,1974
2018-06-22-10:35,33023,986,0,1974
2018-06-22-10:40,32977,913,0,1974
2018-06-22-10:45,33546,917,0,1974
2018-06-22-10:50,33575,943,0,1974
2018-06-22-10:55,33609,1068,0,1974
2018-06-22-11:00,33088,937,0,1944
2018-06-22-11:05,33093,944,0,1944
2018-06-22-11:10,33101,996,0,1944
2018-06-22-11:15,32897,939,0,1944
2018-06-22-11:20,32859,975,0,1944
2018-06-22-11:25,32868,952,0,1944
2018-06-22-11:30,30054,958,0,1944
2018-06-22-11:35,29909,820,0,1944
2018-06-22-11:40,29885,721,0,1944
2018-06-22-11:45,26387,659,0,1944
2018-06-22-11:50,26373,645,0,1944
2018-06-22-11:55,26390,742,0,1944
2018-06-22-12:00,23225,640,0,2869
2018-06-22-12:05,23250,641,0,2869
2018-06-22-12:10,23231,723,0,2869
2018-06-22-12:15,22168,652,0,2869
2018-06-22-12:20,22172,725,0,2869
2018-06-22-12:25,22160,638,0,2869
2018-06-22-12:30,21729,637,0,2869
2018-06-22-12:35,21684,628,0,2869
2018-06-22-12:40,21683,623,0,2869
2018-06-22-12:45,21673,622,0,2869
2018-06-22-12:50,21627,625,0,2869
2018-06-22-12:55,21660,625,0,2869
2018-06-22-13:00,20307,608,0,1904
2018-06-22-13:05,20334,677,0,1904
2018-06-22-13:10,20301,675,0,1904
2018-06-22-13:15,20215,602,0,1904
2018-06-22-13:20,20176,599,0,1904
2018-06-22-13:25,20178,638,0,1904
2018-06-22-13:30,20416,578,0,1904
2018-06-22-13:35,20419,656,0,1904
2018-06-22-13:40,20417,586,0,1904
2018-06-22-13:45,20283,683,0,1904
2018-06-22-13:50,20282,608,0,1904
2018-06-22-13:55,20287,676,0,1904
2018-06-22-14:00,19004,178,0,572
2018-06-22-14:05,18983,79,0,572
2018-06-22-14:10,19109,529,0,572
2018-06-22-14:15,17992,445,0,572
2018-06-22-14:20,18047,630,0,572
2018-06-22-14:25,18049,579,0,572
2018-06-22-14:30,17085,578,0,572
2018-06-22-14:35,17078,570,0,572
2018-06-22-14:40,17074,555,0,572
2018-06-22-14:45,16391,553,0,572
2018-06-22-14:50,16388,555,0,572
2018-06-22-14:55,16382,555,0,572
2018-06-22-15:00,16285,564,0,0
2018-06-22-15:05,16300,575,0,0
2018-06-22-15:10,16310,566,0,0
2018-06-22-15:15,17021,570,0,0
2018-06-22-15:20,17029,588,0,0
2018-06-22-15:25,17038,652,0,0
2018-06-22-15:30,17754,652,0,0
2018-06-22-15:35,17754,0,0,0
2018-06-22-15:40,17754,0,0,0
2018-06-22-15:45,18800,615,0,0
2018-06-22-15:50,18803,677,0,0
2018-06-22-15:55,18615,677,0,0
2018-06-22-16:00,17816,0,0,0
2018-06-22-16:05,17816,0,0,0
2018-06-22-16:10,17816,0,0,0
2018-06-22-16:15,19031,0,0,0
2018-06-22-16:20,19031,0,0,0
2018-06-22-16:25,19031,0,0,0
2018-06-22-16:30,20113,0,0,0
2018-06-22-16:35,20393,704,0,0
2018-06-22-16:40,20396,729,0,0
2018-06-22-16:45,21664,731,0,0
2018-06-22-16:50,21654,747,0,0
2018-06-22-16:55,21663,766,0,0
2018-06-22-17:00,20723,771,0,0
2018-06-22-17:05,20656,705,0,0
2018-06-22-17:10,20625,687,0,0
2018-06-22-17:15,19069,728,0,0
2018-06-22-17:20,19071,682,0,0
2018-06-22-17:25,19067,691,0,0
2018-06-22-17:30,18315,692,0,0
2018-06-22-17:35,18307,704,0,0
2018-06-22-17:40,18306,778,0,0
2018-06-22-17:45,15176,714,0,0
2018-06-22-17:50,15178,724,0,0
2018-06-22-17:55,15172,804,0,0
2018-06-22-18:00,19730,831,0,0
2018-06-22-18:05,19742,859,0,0
2018-06-22-18:10,19749,830,0,0
2018-06-22-18:15,18964,839,0,0
2018-06-22-18:20,18950,855,0,0
2018-06-22-18:25,18955,885,0,0
2018-06-22-18:30,17401,934,0,0
2018-06-22-18:35,17386,966,0,0
2018-06-22-18:40,17391,1012,0,0
2018-06-22-18:45,16685,1072,0,0
2018-06-22-18:50,16687,1126,0,0
2018-06-22-18:55,16695,1175,0,0
2018-06-22-19:00,18539,1296,0,0
2018-06-22-19:05,18590,1419,0,0
2018-06-22-19:10,18615,1625,0,0
2018-06-22-19:15,21275,1725,0,0
2018-06-22-19:20,21252,1929,0,0
2018-06-22-19:25,21385,2295,0,0
2018-06-22-19:30,27148,2839,0,0
2018-06-22-19:35,27340,3422,0,0
2018-06-22-19:40,27610,4257,0,0
2018-06-22-19:45,36850,5149,0,0
2018-06-22-19:50,37289,6652,0,0
2018-06-22-19:55,38228,9076,0,0
2018-06-22-20:00,82118,12451,0,0
2018-06-22-20:05,83444,14796,0,0
2018-06-22-20:10,84192,16364,0,0
2018-06-22-20:15,103177,17532,0,0
2018-06-22-20:20,103635,18454,0,0
2018-06-22-20:25,104040,19240,0,0
2018-06-22-20:30,115874,19904,0,0
2018-06-22-20:35,116186,20463,0,0
2018-06-22-20:40,116513,20949,0,0
2018-06-22-20:45,106974,19686,0,0
2018-06-22-20:50,104983,17321,0,0
2018-06-22-20:55,105239,17755,0,0
2018-06-22-21:00,119529,19300,0,0
2018-06-22-21:05,120943,21205,0,0
2018-06-22-21:10,121732,22362,0,0
2018-06-22-21:15,139684,23328,0,0
2018-06-22-21:20,139986,23792,0,0
2018-06-22-21:25,140298,24339,0,0
2018-06-22-21:30,151679,24850,0,0
2018-06-22-21:35,152328,25667,0,0
2018-06-22-21:40,152697,25864,0,0
2018-06-22-21:45,161954,26631,0,0
2018-06-22-21:50,162056,26692,0,0
2018-06-22-21:55,149621,26692,0,0
