date,MOD,Hami Video
2018-06-17 18:50,16242,1573
2018-06-17 18:55,16271,1613
2018-06-17 19:00,16298,1675
2018-06-17 19:05,14940,1652
2018-06-17 19:10,14923,1704
2018-06-17 19:15,15297,1787
2018-06-17 19:20,15324,1926
2018-06-17 19:25,15393,2118
2018-06-17 19:30,17845,2417
2018-06-17 19:35,17967,2733
2018-06-17 19:40,18081,3117
2018-06-17 19:45,22161,3603
2018-06-17 19:50,22320,4245
2018-06-17 19:55,22726,5264
2018-06-17 20:00,33819,6760
2018-06-17 20:05,34309,7744
2018-06-17 20:10,34669,8326
2018-06-17 20:15,38829,8836
2018-06-17 20:20,39004,9203
2018-06-17 20:25,39113,9455
2018-06-17 20:30,41553,9692
2018-06-17 20:35,41652,9950
2018-06-17 20:40,41751,10173
2018-06-17 20:45,22080,9954
2018-06-17 20:50,21283,8727
2018-06-17 20:55,21322,8939
2018-06-17 21:00,14407,9474
2018-06-17 21:05,14891,10222
2018-06-17 21:10,15213,10824
2018-06-17 21:15,43832,11319
2018-06-17 21:20,43904,11537
2018-06-17 21:25,43967,11673
2018-06-17 21:30,50553,11853
2018-06-17 21:35,50635,12140
2018-06-17 21:40,50684,12286
2018-06-17 21:45,26919,12451
2018-06-17 21:50,27131,12776
2018-06-17 21:55,25420,10458
2018-06-17 22:00,10667,8169
2018-06-17 22:05,10307,7534
2018-06-17 22:10,10270,7492
2018-06-17 22:15,26573,7459
2018-06-17 22:20,26565,7573
2018-06-17 22:25,26655,7510
2018-06-17 22:30,28862,7588
2018-06-17 22:35,29032,7950
2018-06-17 22:40,29275,8060
2018-06-17 22:45,34134,8486
2018-06-17 22:50,34563,9232
2018-06-17 22:55,35592,10826
2018-06-17 23:00,53942,12850
2018-06-17 23:05,55227,14114
2018-06-17 23:10,56024,14712
2018-06-17 23:15,56480,15030
2018-06-17 23:20,63190,15297
2018-06-17 23:25,63495,15469
2018-06-17 23:30,37222,15548
2018-06-17 23:35,37552,15701
2018-06-17 23:40,37772,15882
2018-06-17 23:45,36258,14064
2018-06-17 23:50,31982,6553
2018-06-17 23:55,28202,2104
2018-06-18 0:00,28197,2104
2018-06-18 0:05,28197,0
2018-06-18 0:10,28197,0
2018-06-18 0:15,28197,0
2018-06-18 0:20,28197,0
2018-06-18 0:25,28197,0
2018-06-18 0:30,28197,0
2018-06-18 0:35,28197,0
2018-06-18 0:40,28197,0
2018-06-18 0:45,28197,0
2018-06-18 0:50,28527,1685
2018-06-18 0:55,28281,408
2018-06-18 1:00,28326,457
2018-06-18 1:05,28454,738
2018-06-18 1:10,28663,1470
2018-06-18 1:15,29174,2616
2018-06-18 1:20,29886,5131
2018-06-18 1:25,29984,5641
2018-06-18 1:30,30058,5662
2018-06-18 1:35,30145,5749
2018-06-18 1:40,30262,6294
2018-06-18 1:45,30410,6694
2018-06-18 1:50,30656,7282
2018-06-18 1:55,31317,8403
2018-06-18 2:00,32331,9630
2018-06-18 2:05,32989,10148
2018-06-18 2:10,33275,10534
2018-06-18 2:15,33502,10796
2018-06-18 2:20,33619,10938
2018-06-18 2:25,33681,11027
2018-06-18 2:30,33692,11001
2018-06-18 2:35,33675,10949
2018-06-18 2:40,33648,10907
2018-06-18 2:45,33241,10492
2018-06-18 2:50,31748,8521
2018-06-18 2:55,31796,8528
2018-06-18 3:00,32159,8980
2018-06-18 3:05,32614,9579
2018-06-18 3:10,32868,9837
2018-06-18 3:15,32993,9997
2018-06-18 3:20,33020,10046
2018-06-18 3:25,33057,10026
2018-06-18 3:30,33093,10023
2018-06-18 3:35,33118,10038
2018-06-18 3:40,33147,10048
2018-06-18 3:45,33209,10102
2018-06-18 3:50,33246,10091
2018-06-18 3:55,31007,6594
2018-06-18 4:00,29715,3682
2018-06-18 4:05,29327,2797
2018-06-18 4:10,29177,2487
2018-06-18 4:15,29100,2299
2018-06-18 4:20,29059,2151
2018-06-18 4:25,29016,2006
2018-06-18 4:30,28974,1919
2018-06-18 4:35,28947,1831
2018-06-18 4:40,28918,1741
2018-06-18 4:45,28890,1694
2018-06-18 4:50,28763,1633
2018-06-18 4:55,28753,1582
2018-06-18 5:00,28737,1539
2018-06-18 5:05,28708,1490
2018-06-18 5:10,28685,1451
2018-06-18 5:15,28673,1431
2018-06-18 5:20,28660,1396
2018-06-18 5:25,28650,1367
2018-06-18 5:30,28645,1345
2018-06-18 5:35,28632,1311
2018-06-18 5:40,28618,1285
2018-06-18 5:45,28608,1277
2018-06-18 5:50,28602,1254
2018-06-18 5:55,28594,1231
2018-06-18 6:00,28586,1215
2018-06-18 6:05,28577,1203
2018-06-18 6:10,28571,1178
2018-06-18 6:15,28554,1146
2018-06-18 6:20,28553,1128
2018-06-18 6:25,28548,1108
2018-06-18 6:30,28538,1088
2018-06-18 6:35,28531,1077
2018-06-18 6:40,28537,1084
2018-06-18 6:45,28537,1069
2018-06-18 6:50,28531,1067
2018-06-18 6:55,28550,1076
2018-06-18 7:00,28556,1077
2018-06-18 7:05,28541,1056
2018-06-18 7:10,28535,1067
2018-06-18 7:15,28528,1046
2018-06-18 7:20,28509,1035
2018-06-18 7:25,28487,1023
2018-06-18 7:30,28482,1004
2018-06-18 7:35,28476,1000
2018-06-18 7:40,28467,980
2018-06-18 7:45,28475,979
2018-06-18 7:50,28479,1000
2018-06-18 7:55,28480,1004
2018-06-18 8:00,28493,993
2018-06-18 8:05,28492,986
2018-06-18 8:10,28494,990
2018-06-18 8:15,28501,991
2018-06-18 8:20,28501,990
2018-06-18 8:25,28506,996
2018-06-18 8:30,28506,1002
2018-06-18 8:35,28461,945
2018-06-18 8:40,28449,926
2018-06-18 8:45,28439,880
2018-06-18 8:50,28441,867
2018-06-18 8:55,28451,899
2018-06-18 9:00,28462,916
2018-06-18 9:05,28462,896
2018-06-18 9:10,28477,902
2018-06-18 9:15,28474,913
2018-06-18 9:20,28484,905
2018-06-18 9:25,28497,934
2018-06-18 9:30,28500,963
2018-06-18 9:35,28537,1008
2018-06-18 9:40,28576,1009
2018-06-18 9:45,28603,1016
2018-06-18 9:50,28623,1036
2018-06-18 9:55,28637,1096
2018-06-18 10:00,28652,1085
2018-06-18 10:05,28652,1086
2018-06-18 10:10,28667,1019
2018-06-18 10:15,28684,962
2018-06-18 10:20,28697,921
2018-06-18 10:25,28700,879
2018-06-18 10:30,28626,820
2018-06-18 10:35,28610,777
2018-06-18 10:40,28617,754
2018-06-18 10:45,28662,750
2018-06-18 10:50,28671,726
2018-06-18 10:55,28669,898
2018-06-18 11:00,28672,962
2018-06-18 11:05,28679,994
2018-06-18 11:10,28686,1026
2018-06-18 11:15,28695,1069
2018-06-18 11:20,28713,1060
2018-06-18 11:25,28721,1072
2018-06-18 11:30,28724,1095
2018-06-18 11:35,28641,1043
2018-06-18 11:40,28493,891
2018-06-18 11:45,28444,807
2018-06-18 11:50,28422,779
2018-06-18 11:55,28416,774
2018-06-18 12:00,28403,767
2018-06-18 12:05,28394,745
2018-06-18 12:10,28393,741
2018-06-18 12:15,28403,745
2018-06-18 12:20,28406,751
2018-06-18 12:25,28385,766
2018-06-18 12:30,28384,762
2018-06-18 12:35,28381,751
2018-06-18 12:40,28378,745
2018-06-18 12:45,28381,724
2018-06-18 12:50,28390,740
2018-06-18 12:55,28386,752
2018-06-18 13:00,28375,724
2018-06-18 13:05,28369,711
2018-06-18 13:10,28362,709
2018-06-18 13:15,28367,707
2018-06-18 13:20,28371,709
2018-06-18 13:25,28372,705
2018-06-18 13:30,28371,703
2018-06-18 13:35,28372,712
2018-06-18 13:40,28379,736
2018-06-18 13:45,28379,742
2018-06-18 13:50,28374,728
2018-06-18 13:55,28372,744
2018-06-18 14:00,28375,763
2018-06-18 14:05,28361,760
2018-06-18 14:10,28343,737
2018-06-18 14:15,28342,715
2018-06-18 14:20,28342,742
2018-06-18 14:25,28342,736
2018-06-18 14:30,28345,733
2018-06-18 14:35,28344,731
2018-06-18 14:40,28347,756
2018-06-18 14:45,28340,759
2018-06-18 14:50,28351,776
2018-06-18 14:55,28352,781
2018-06-18 15:00,28360,795
2018-06-18 15:05,28368,802
2018-06-18 15:10,28372,810
2018-06-18 15:15,28376,817
2018-06-18 15:20,28364,795
2018-06-18 15:25,28354,783
2018-06-18 15:30,28353,775
2018-06-18 15:35,28357,767
2018-06-18 15:40,28366,787
2018-06-18 15:45,28379,784
2018-06-18 15:50,28393,791
2018-06-18 15:55,28391,794
2018-06-18 16:00,8030,803
2018-06-18 16:05,8032,810
2018-06-18 16:10,11234,830
2018-06-18 16:15,11237,838
2018-06-18 16:20,11237,857
2018-06-18 16:25,11720,884
2018-06-18 16:30,11724,903
2018-06-18 16:35,11704,922
2018-06-18 16:40,11277,909
2018-06-18 16:45,11282,919
2018-06-18 16:50,11274,926
2018-06-18 16:55,11984,932
2018-06-18 17:00,11996,970
2018-06-18 17:05,12007,993
2018-06-18 17:10,12700,1033
2018-06-18 17:15,12716,1069
2018-06-18 17:20,12731,1108
2018-06-18 17:25,14095,1123
2018-06-18 17:30,14109,1114
2018-06-18 17:35,14098,1136
2018-06-18 17:40,14945,1175
2018-06-18 17:45,14954,1191
2018-06-18 17:50,14970,1255
2018-06-18 17:55,15003,1280
2018-06-18 18:00,14311,1312
2018-06-18 18:05,14309,1334
2018-06-18 18:10,14326,1371
2018-06-18 18:15,15374,1388
2018-06-18 18:20,15383,1442
2018-06-18 18:25,15367,1475
2018-06-18 18:30,10474,1506
2018-06-18 18:35,10479,1534
2018-06-18 18:40,10493,1602
2018-06-18 18:45,16816,1682
2018-06-18 18:50,16824,1742
2018-06-18 18:55,16840,1838
2018-06-18 19:00,17778,1964
2018-06-18 19:05,17757,2053
2018-06-18 19:10,17702,2146
2018-06-18 19:15,15171,2290
2018-06-18 19:20,15236,2548
2018-06-18 19:25,15335,2937
2018-06-18 19:30,17755,3383
2018-06-18 19:35,17983,3913
2018-06-18 19:40,18209,4613
2018-06-18 19:45,22230,5363
2018-06-18 19:50,22557,6489
2018-06-18 19:55,23288,8271
2018-06-18 20:00,43148,10701
2018-06-18 20:05,44115,12289
2018-06-18 20:10,44606,13165
2018-06-18 20:15,58611,13844
2018-06-18 20:20,58953,14389
2018-06-18 20:25,59218,14839
2018-06-18 20:30,65841,15244
2018-06-18 20:35,66004,15493
2018-06-18 20:40,66149,15803
2018-06-18 20:45,66711,15496
2018-06-18 20:50,65118,13089
2018-06-18 20:55,65211,13289
2018-06-18 21:00,64644,14097
2018-06-18 21:05,65503,15375
2018-06-18 21:10,66180,16235
2018-06-18 21:15,76429,16808
2018-06-18 21:20,76858,17300
2018-06-18 21:25,76865,17364
2018-06-18 21:30,80449,17397
2018-06-18 21:35,80622,17628
2018-06-18 21:40,80847,17796
2018-06-18 21:45,83313,17482
2018-06-18 21:50,82530,3529
2018-06-18 21:55,76122,716
2018-06-18 22:00,47265,175
2018-06-18 22:05,46949,175
2018-06-18 22:10,46949,0
2018-06-18 22:15,40351,0
2018-06-18 22:20,40351,0
2018-06-18 22:25,40351,0
2018-06-18 22:30,38476,0
2018-06-18 22:35,38476,0
2018-06-18 22:40,38476,0
2018-06-18 22:45,38867,0
2018-06-18 22:50,38867,0
2018-06-18 22:55,38867,0
2018-06-18 23:00,47898,0
2018-06-18 23:05,47898,75
2018-06-18 23:10,47898,471
2018-06-18 23:15,54216,510
2018-06-18 23:20,54580,2303
2018-06-18 23:25,55005,3936
2018-06-18 23:30,56735,2315
2018-06-18 23:35,56885,2898
2018-06-18 23:40,57810,4925
2018-06-18 23:45,56191,7051
2018-06-18 23:50,57466,10712
2018-06-18 23:55,57785,11312
2018-06-19 0:00,53396,11736
2018-06-19 0:05,54100,12470
2018-06-19 0:10,54605,13079
2018-06-19 0:15,58032,13286
2018-06-19 0:20,58140,13262
2018-06-19 0:25,58133,13228
2018-06-19 0:30,56733,12733
2018-06-19 0:35,56610,12474
2018-06-19 0:40,56494,12291
2018-06-19 0:45,54209,11992
2018-06-19 0:50,53937,11569
2018-06-19 0:55,51333,7401
2018-06-19 1:00,39285,5819
2018-06-19 1:05,38984,5148
2018-06-19 1:10,38918,4934
2018-06-19 1:15,35921,4679
2018-06-19 1:20,35858,4510
2018-06-19 1:25,35793,4361
2018-06-19 1:30,34052,4301
2018-06-19 1:35,34080,4278
2018-06-19 1:40,34125,4331
2018-06-19 1:45,33758,4370
2018-06-19 1:50,33848,4553
2018-06-19 1:55,34094,4958
2018-06-19 2:00,36187,5509
2018-06-19 2:05,36584,5744
2018-06-19 2:10,36765,5972
2018-06-19 2:15,38267,6212
2018-06-19 2:20,38318,6292
2018-06-19 2:25,38341,6344
2018-06-19 2:30,38581,6370
2018-06-19 2:35,38645,6421
2018-06-19 2:40,38685,6481
2018-06-19 2:45,38078,6483
2018-06-19 2:50,37183,5230
2018-06-19 2:55,37171,5127
2018-06-19 3:00,36130,5270
2018-06-19 3:05,36376,5587
2018-06-19 3:10,36533,5772
2018-06-19 3:15,37184,5859
2018-06-19 3:20,37215,5844
2018-06-19 3:25,37216,5818
2018-06-19 3:30,37192,5793
2018-06-19 3:35,37189,5772
2018-06-19 3:40,37205,5721
2018-06-19 3:45,37107,5730
2018-06-19 3:50,37042,5652
2018-06-19 3:55,35881,3500
2018-06-19 4:00,31730,2533
2018-06-19 4:05,31555,2151
2018-06-19 4:10,31489,1977
2018-06-19 4:15,30283,1846
2018-06-19 4:20,30253,1780
2018-06-19 4:25,30226,1703
2018-06-19 4:30,29829,1622
2018-06-19 4:35,29816,1564
2018-06-19 4:40,29802,1514
2018-06-19 4:45,29448,1472
2018-06-19 4:50,29439,1445
2018-06-19 4:55,29427,1430
2018-06-19 5:00,29164,1388
2018-06-19 5:05,29140,1355
2018-06-19 5:10,29130,1336
2018-06-19 5:15,28790,1302
2018-06-19 5:20,28780,1271
2018-06-19 5:25,28772,1244
2018-06-19 5:30,28620,1228
2018-06-19 5:35,28611,1217
2018-06-19 5:40,28603,1190
2018-06-19 5:45,25177,1158
2018-06-19 5:50,25178,1134
2018-06-19 5:55,25168,1130
2018-06-19 6:00,28018,1113
2018-06-19 6:05,27997,1089
2018-06-19 6:10,27986,1071
2018-06-19 6:15,27242,1049
2018-06-19 6:20,27218,1043
2018-06-19 6:25,27218,1035
2018-06-19 6:30,26703,1013
2018-06-19 6:35,26696,987
2018-06-19 6:40,26704,969
2018-06-19 6:45,26324,948
2018-06-19 6:50,26319,944
2018-06-19 6:55,26323,924
2018-06-19 7:00,25993,906
2018-06-19 7:05,25987,900
2018-06-19 7:10,25989,888
2018-06-19 7:15,25603,865
2018-06-19 7:20,25586,846
2018-06-19 7:25,25572,823
2018-06-19 7:30,24438,786
2018-06-19 7:35,24432,759
2018-06-19 7:40,24437,759
2018-06-19 7:45,23977,748
2018-06-19 7:50,23988,730
2018-06-19 7:55,23987,727
2018-06-19 8:00,22937,725
2018-06-19 8:05,22934,704
2018-06-19 8:10,22939,692
2018-06-19 8:15,21744,677
2018-06-19 8:20,21721,647
2018-06-19 8:25,21716,650
2018-06-19 8:30,20550,635
2018-06-19 8:35,20528,604
2018-06-19 8:40,20517,594
2018-06-19 8:45,19252,578
2018-06-19 8:50,19236,577
2018-06-19 8:55,19228,588
2018-06-19 9:00,18370,578
2018-06-19 9:05,18375,583
2018-06-19 9:10,18378,574
2018-06-19 9:15,17833,577
2018-06-19 9:20,17837,599
2018-06-19 9:25,17836,594
2018-06-19 9:30,17213,597
2018-06-19 9:35,17236,589
2018-06-19 9:40,17244,598
2018-06-19 9:45,17307,611
2018-06-19 9:50,17316,627
2018-06-19 9:55,17324,620
2018-06-19 10:00,17263,628
2018-06-19 10:05,17264,633
2018-06-19 10:10,17275,646
2018-06-19 10:15,17419,651
2018-06-19 10:20,17414,651
2018-06-19 10:25,17419,655
2018-06-19 10:30,16416,631
2018-06-19 10:35,16401,625
2018-06-19 10:40,16393,618
2018-06-19 10:45,16257,630
2018-06-19 10:50,16265,640
2018-06-19 10:55,16282,648
2018-06-19 11:00,16003,678
2018-06-19 11:05,16008,690
2018-06-19 11:10,16018,703
2018-06-19 11:15,15874,707
2018-06-19 11:20,15892,713
2018-06-19 11:25,15912,728
2018-06-19 11:30,15044,727
2018-06-19 11:35,14921,632
2018-06-19 11:40,14862,565
2018-06-19 11:45,13108,552
2018-06-19 11:50,13093,552
2018-06-19 11:55,13101,532
2018-06-19 12:00,11657,529
2018-06-19 12:05,11667,527
2018-06-19 12:10,11682,542
2018-06-19 12:15,11025,553
2018-06-19 12:20,11026,570
2018-06-19 12:25,11014,571
2018-06-19 12:30,10803,558
2018-06-19 12:35,10809,547
2018-06-19 12:40,10801,550
2018-06-19 12:45,10696,566
2018-06-19 12:50,10706,557
2018-06-19 12:55,10706,557
2018-06-19 13:00,10162,532
2018-06-19 13:05,10157,527
2018-06-19 13:10,10148,534
2018-06-19 13:15,10171,532
2018-06-19 13:20,10178,513
2018-06-19 13:25,10182,509
2018-06-19 13:30,10201,518
2018-06-19 13:35,10185,517
2018-06-19 13:40,10185,524
2018-06-19 13:45,9947,539
2018-06-19 13:50,9948,535
2018-06-19 13:55,9950,530
2018-06-19 14:00,9497,537
2018-06-19 14:05,9431,276
2018-06-19 14:10,9362,3
2018-06-19 14:15,8967,61
2018-06-19 14:20,8998,184
2018-06-19 14:25,9042,347
2018-06-19 14:30,8988,538
2018-06-19 14:35,9006,525
2018-06-19 14:40,9013,521
2018-06-19 14:45,9219,519
2018-06-19 14:50,9225,536
2018-06-19 14:55,9228,543
2018-06-19 15:00,9318,529
2018-06-19 15:05,9323,535
2018-06-19 15:10,9319,547
2018-06-19 15:15,9413,545
2018-06-19 15:20,9421,537
2018-06-19 15:25,9419,532
2018-06-19 15:30,9137,518
2018-06-19 15:35,9133,528
2018-06-19 15:40,9134,534
2018-06-19 15:45,9542,545
2018-06-19 15:50,9553,547
2018-06-19 15:55,9558,556
2018-06-19 16:00,9886,568
2018-06-19 16:05,9886,569
2018-06-19 16:10,9870,563
2018-06-19 16:15,9736,560
2018-06-19 16:20,9717,535
2018-06-19 16:25,9720,529
2018-06-19 16:30,9511,538
2018-06-19 16:35,9502,531
2018-06-19 16:40,9500,527
2018-06-19 16:45,9375,517
2018-06-19 16:50,9364,527
2018-06-19 16:55,9272,115
2018-06-19 17:00,9397,50
2018-06-19 17:05,9425,212
2018-06-19 17:10,9473,477
2018-06-19 17:15,10402,617
2018-06-19 17:20,10421,642
2018-06-19 17:25,10435,662
2018-06-19 17:30,11141,670
2018-06-19 17:35,11149,700
2018-06-19 17:40,11157,728
2018-06-19 17:45,8608,761
2018-06-19 17:50,8606,780
2018-06-19 17:55,8608,830
2018-06-19 18:00,11475,825
2018-06-19 18:05,11490,847
2018-06-19 18:10,11500,879
2018-06-19 18:15,12485,747
2018-06-19 18:20,12514,842
2018-06-19 18:25,12597,1015
2018-06-19 18:30,14386,1046
2018-06-19 18:35,14384,1108
2018-06-19 18:40,14383,1146
2018-06-19 18:45,16239,1199
2018-06-19 18:50,16272,1254
2018-06-19 18:55,16307,1319
2018-06-19 19:00,16306,1427
2018-06-19 19:05,16198,1439
2018-06-19 19:10,16179,1532
2018-06-19 19:15,15292,1686
2018-06-19 19:20,15325,1898
2018-06-19 19:25,15397,2193
2018-06-19 19:30,17070,2574
2018-06-19 19:35,17216,3021
2018-06-19 19:40,17434,3665
2018-06-19 19:45,22001,4458
2018-06-19 19:50,22331,5584
2018-06-19 19:55,23057,7188
2018-06-19 20:00,45547,8133
2018-06-19 20:05,46816,8632
2018-06-19 20:10,47563,8781
2018-06-19 20:15,58233,9518
2018-06-19 20:20,58556,10428
2018-06-19 20:25,58784,10783
2018-06-19 20:30,64275,11031
2018-06-19 20:35,64422,11627
2018-06-19 20:40,64668,12165
2018-06-19 20:45,62643,11951
2018-06-19 20:50,61034,10325
2018-06-19 20:55,61016,10524
2018-06-19 21:00,65296,11312
2018-06-19 21:05,66182,12601
2018-06-19 21:10,66851,13591
2018-06-19 21:15,76239,14238
2018-06-19 21:20,76534,14635
2018-06-19 21:25,76768,14985
2018-06-19 21:30,81794,15277
2018-06-19 21:35,82048,15593
2018-06-19 21:40,82201,15862
2018-06-19 21:45,82569,16165
2018-06-19 21:50,82287,16049
2018-06-19 21:55,77421,9770
2018-06-19 22:00,50269,7922
2018-06-19 22:05,49556,6681
2018-06-19 22:10,49337,6321
2018-06-19 22:15,42604,6008
2018-06-19 22:20,42537,5811
2018-06-19 22:25,42538,5851
2018-06-19 22:30,40469,5796
2018-06-19 22:35,40566,5909
2018-06-19 22:40,40666,6064
2018-06-19 22:45,40628,6271
2018-06-19 22:50,40739,6666
2018-06-19 22:55,41178,7544
2018-06-19 23:00,52420,8960
2018-06-19 23:05,53157,10072
2018-06-19 23:10,53584,10687
2018-06-19 23:15,58371,11123
2018-06-19 23:20,58588,11394
2018-06-19 23:25,58753,11619
2018-06-19 23:30,59708,11744
2018-06-19 23:35,59736,11747
2018-06-19 23:40,59896,11866
2018-06-19 23:45,57066,11922
2018-06-19 23:50,55625,10081
2018-06-19 23:55,55099,9268
2018-06-20 0:00,52580,9331
2018-06-20 0:05,53031,9821
2018-06-20 0:10,53468,10340
2018-06-20 0:15,55450,10498
2018-06-20 0:20,55703,10735
2018-06-20 0:25,55679,10610
2018-06-20 0:30,54386,10454
2018-06-20 0:35,54358,10310
2018-06-20 0:40,54258,10133
2018-06-20 0:45,53059,10048
2018-06-20 0:50,53265,10244
2018-06-20 0:55,51354,7718
2018-06-20 1:00,38641,5310
2018-06-20 1:05,38250,4548
2018-06-20 1:10,38132,4278
2018-06-20 1:15,35236,4088
2018-06-20 1:20,35120,3813
2018-06-20 1:25,35071,3684
2018-06-20 1:30,33870,3630
2018-06-20 1:35,33892,3614
2018-06-20 1:40,33964,3636
2018-06-20 1:45,33725,3666
2018-06-20 1:50,33774,3820
2018-06-20 1:55,33944,4146
2018-06-20 2:00,36329,4686
2018-06-20 2:05,36615,5002
2018-06-20 2:10,36789,5194
2018-06-20 2:15,37444,5329
2018-06-20 2:20,37507,5349
2018-06-20 2:25,37552,5362
2018-06-20 2:30,37441,5348
2018-06-20 2:35,37439,5312
2018-06-20 2:40,37492,5317
2018-06-20 2:45,35720,4746
2018-06-20 2:50,35421,4228
2018-06-20 2:55,35417,4215
2018-06-20 3:00,35817,4415
2018-06-20 3:05,35976,4569
2018-06-20 3:10,36049,4638
2018-06-20 3:15,35940,4625
2018-06-20 3:20,35873,4435
2018-06-20 3:25,35848,4294
2018-06-20 3:30,35760,4303
2018-06-20 3:35,35754,4285
2018-06-20 3:40,35735,4227
2018-06-20 3:45,34596,4129
2018-06-20 3:50,34150,3433
2018-06-20 3:55,33661,2396
2018-06-20 4:00,31091,2062
2018-06-20 4:05,31011,1886
2018-06-20 4:10,30984,1796
2018-06-20 4:15,30461,1722
2018-06-20 4:20,30438,1654
2018-06-20 4:25,30414,1598
2018-06-20 4:30,30079,1557
2018-06-20 4:35,30064,1527
2018-06-20 4:40,30056,1468
2018-06-20 4:45,29877,1433
2018-06-20 4:50,29865,1397
2018-06-20 4:55,29846,1374
2018-06-20 5:00,29480,1354
2018-06-20 5:05,29461,1314
2018-06-20 5:10,29440,1288
2018-06-20 5:15,29180,1270
2018-06-20 5:20,29176,1235
2018-06-20 5:25,29171,1218
2018-06-20 5:30,29037,1202
2018-06-20 5:35,29030,1172
2018-06-20 5:40,29022,1153
2018-06-20 5:45,20622,1118
2018-06-20 5:50,20620,1102
2018-06-20 5:55,20610,1081
2018-06-20 6:00,28537,1066
2018-06-20 6:05,28525,1047
2018-06-20 6:10,28509,1020
2018-06-20 6:15,27846,1002
2018-06-20 6:20,27840,980
2018-06-20 6:25,27826,974
2018-06-20 6:30,27208,959
2018-06-20 6:35,27195,950
2018-06-20 6:40,27199,937
2018-06-20 6:45,26823,926
2018-06-20 6:50,26805,909
2018-06-20 6:55,26797,913
2018-06-20 7:00,26555,894
2018-06-20 7:05,26543,868
2018-06-20 7:10,26546,860
2018-06-20 7:15,26011,848
2018-06-20 7:20,26008,803
2018-06-20 7:25,25993,777
2018-06-20 7:30,24950,759
2018-06-20 7:35,24937,733
2018-06-20 7:40,24934,727
2018-06-20 7:45,24457,716
2018-06-20 7:50,24459,702
2018-06-20 7:55,24468,687
2018-06-20 8:00,23290,663
2018-06-20 8:05,23288,654
2018-06-20 8:10,23284,654
2018-06-20 8:15,22274,653
2018-06-20 8:20,22277,646
2018-06-20 8:25,22287,647
2018-06-20 8:30,21425,639
2018-06-20 8:35,21402,642
2018-06-20 8:40,21380,621
2018-06-20 8:45,19951,607
2018-06-20 8:50,19944,605
2018-06-20 8:55,19947,594
2018-06-20 9:00,19087,598
2018-06-20 9:05,19091,601
2018-06-20 9:10,19111,582
2018-06-20 9:15,18386,583
2018-06-20 9:20,18379,587
2018-06-20 9:25,18384,598
2018-06-20 9:30,17584,595
2018-06-20 9:35,17595,614
2018-06-20 9:40,17612,610
2018-06-20 9:45,17683,607
2018-06-20 9:50,17706,601
2018-06-20 9:55,17716,601
2018-06-20 10:00,17493,601
2018-06-20 10:05,17503,612
2018-06-20 10:10,17515,615
2018-06-20 10:15,17341,617
2018-06-20 10:20,17346,618
2018-06-20 10:25,17327,624
2018-06-20 10:30,16548,599
2018-06-20 10:35,16556,603
2018-06-20 10:40,16576,610
2018-06-20 10:45,16569,606
2018-06-20 10:50,16572,614
2018-06-20 10:55,16578,620
2018-06-20 11:00,15742,602
2018-06-20 11:05,15719,579
2018-06-20 11:10,15715,569
2018-06-20 11:15,15047,562
2018-06-20 11:20,15037,560
2018-06-20 11:25,20864,553
2018-06-20 11:30,19449,528
2018-06-20 11:35,19397,500
2018-06-20 11:40,18570,487
2018-06-20 11:45,17937,481
2018-06-20 11:50,17937,482
2018-06-20 11:55,17703,487
2018-06-20 12:00,16616,503
2018-06-20 12:05,16620,536
2018-06-20 12:10,16263,549
2018-06-20 12:15,15865,581
2018-06-20 12:20,15840,558
2018-06-20 12:25,15714,539
2018-06-20 12:30,15432,524
2018-06-20 12:35,15426,505
2018-06-20 12:40,15398,514
2018-06-20 12:45,15384,519
2018-06-20 12:50,15375,522
2018-06-20 12:55,15286,507
2018-06-20 13:00,14615,482
2018-06-20 13:05,14617,475
2018-06-20 13:10,14351,467
2018-06-20 13:15,14323,468
2018-06-20 13:20,14321,476
2018-06-20 13:25,14491,487
2018-06-20 13:30,14724,488
2018-06-20 13:35,14718,493
2018-06-20 13:40,14789,501
2018-06-20 13:45,14527,494
2018-06-20 13:50,14524,483
2018-06-20 13:55,14472,479
2018-06-20 14:00,14056,474
2018-06-20 14:05,14041,452
2018-06-20 14:10,13590,443
2018-06-20 14:15,13109,431
2018-06-20 14:20,13106,429
2018-06-20 14:25,13054,437
2018-06-20 14:30,12876,439
2018-06-20 14:35,12882,445
2018-06-20 14:40,12870,447
2018-06-20 14:45,13533,462
2018-06-20 14:50,13528,462
2018-06-20 14:55,13666,457
2018-06-20 15:00,13128,464
2018-06-20 15:05,13132,479
2018-06-20 15:10,13129,480
2018-06-20 15:15,13114,483
2018-06-20 15:20,13116,479
2018-06-20 15:25,13091,486
2018-06-20 15:30,12937,475
2018-06-20 15:35,12932,469
2018-06-20 15:40,12870,480
2018-06-20 15:45,13139,485
2018-06-20 15:50,13143,494
2018-06-20 15:55,13465,501
2018-06-20 16:00,13836,507
2018-06-20 16:05,13867,520
2018-06-20 16:10,13912,529
2018-06-20 16:15,14009,534
2018-06-20 16:20,14015,545
2018-06-20 16:25,14204,553
2018-06-20 16:30,14301,559
2018-06-20 16:35,14287,554
2018-06-20 16:40,13844,519
2018-06-20 16:45,13510,514
2018-06-20 16:50,13510,500
2018-06-20 16:55,13665,512
2018-06-20 17:00,13848,525
2018-06-20 17:05,13857,536
2018-06-20 17:10,14062,550
2018-06-20 17:15,14704,571
